-15015.400000 -23569.000000 2241.500000 -0.485538 -5.048760 -0.879988
-15540.380482 -32056.223708 617.134829 -0.137411 -4.425271 -0.914848
-15602.075600 -39611.959986 -1030.698156 0.052104 -3.993286 -0.912991
-15395.430003 -46497.005111 -2662.423271 0.168956 -3.670975 -0.899086
-15016.912585 -52868.767356 -4265.124529 0.246746 -3.418124 -0.881409
-14520.765673 -58830.198426 -5834.568877 0.301492 -3.212256 -0.862437
-13940.388643 -64453.075119 -7370.140286 0.341383 -3.040181 -0.843840
-13297.650968 -69789.781934 -8872.576361 0.371409 -2.893119 -0.825629
-12607.585912 -74879.977054 -10343.178655 0.394362 -2.765478 -0.808477
-11880.960453 -79754.610775 -11783.554295 0.412245 -2.653089 -0.792180
-11125.638407 -84438.307415 -13195.131741 0.426415 -2.552916 -0.776504
-10347.619588 -88951.191210 -14579.528230 0.437621 -2.462940 -0.761872
-9551.474983 -93309.846834 -15938.090549 0.446658 -2.381289 -0.747745
-8740.800056 -97528.206508 -17272.122236 0.453846 -2.306846 -0.734565
-7918.474198 -101618.127461 -18582.894718 0.459614 -2.238478 -0.722030
-7086.776584 -105589.731927 -19871.432177 0.464305 -2.175249 -0.709826
-6247.598959 -109451.835840 -21138.805342 0.467979 -2.116678 -0.698428
-5402.497205 -113212.138227 -22385.994091 0.470877 -2.062099 -0.687519
-4552.721453 -116877.356670 -23613.746898 0.473189 -2.010961 -0.676836
-3699.378044 -120453.526177 -24822.985501 0.474889 -1.963051 -0.666823
-2843.366923 -123945.978859 -26014.436015 0.476132 -1.917939 -0.657196
-1985.425226 -127359.455620 -27188.672193 0.477046 -1.875254 -0.647687
-1126.236146 -130698.304381 -28346.445235 0.477559 -1.834935 -0.638773
-266.358199 -133966.418181 -29488.343895 0.477786 -1.796673 -0.630174
593.751662 -137167.298232 -30614.821563 0.477834 -1.760185 -0.621591
1453.661343 -140304.192181 -31726.456588 0.477599 -1.725509 -0.613559
2313.004970 -143380.057751 -32823.751534 0.477178 -1.692400 -0.605784
3171.483564 -146397.580667 -33907.095441 0.476661 -1.660634 -0.597972
4028.820169 -149359.258501 -34976.923319 0.475938 -1.630295 -0.590659
4884.767692 -152267.404457 -36033.664000 0.475089 -1.601186 -0.583561
5739.088548 -155124.191208 -37077.811317 0.474115 -1.573242 -0.576740
6591.503719 -157931.741170 -38110.133169 0.472998 -1.546428 -0.570315
7441.831940 -160691.924985 -39131.051232 0.471798 -1.520601 -0.564068
8289.931956 -163406.456991 -40140.878526 0.470524 -1.495694 -0.557990
9135.679242 -166076.938886 -41139.911217 0.469185 -1.471647 -0.552072
9978.963943 -168704.869942 -42128.429888 0.467789 -1.448407 -0.546306
10819.689015 -171291.656299 -43106.700701 0.466342 -1.425923 -0.540685
11657.768741 -173838.618876 -44074.976430 0.464851 -1.404151 -0.535200
12493.127378 -176347.000601 -45033.497413 0.463319 -1.383049 -0.529845
13325.697923 -178817.973084 -45982.492433 0.461753 -1.362579 -0.524614
14155.421227 -181252.641960 -46922.179474 0.460157 -1.342706 -0.519502
14982.245045 -183652.052286 -47852.766457 0.458532 -1.323397 -0.514502
15806.123209 -186017.193384 -48774.451918 0.456884 -1.304624 -0.509610
16627.015066 -188349.002641 -49687.425572 0.455215 -1.286358 -0.504822
17444.884840 -190648.369451 -50591.868883 0.453527 -1.268573 -0.500131
18259.701052 -192916.138853 -51487.955592 0.451822 -1.251246 -0.495536
19071.436088 -195153.114564 -52375.852173 0.450103 -1.234354 -0.491031
19880.065869 -197360.061488 -53255.718239 0.448372 -1.217877 -0.486612
20685.569377 -199537.708749 -54127.706979 0.446630 -1.201796 -0.482278
21487.928333 -201686.752063 -54991.965531 0.444878 -1.186092 -0.478023
22287.126984 -203807.855599 -55848.635290 0.443119 -1.170749 -0.473845
23083.151826 -205901.654049 -56697.852238 0.441352 -1.155750 -0.469741
23875.991330 -207968.754652 -57539.747254 0.439580 -1.141082 -0.465709
24665.635721 -210009.738923 -58374.446396 0.437802 -1.126730 -0.461746
25452.076869 -212025.163899 -59202.071122 0.436021 -1.112681 -0.457848
26235.308102 -214015.563647 -60022.738538 0.434236 -1.098922 -0.454015
27015.324014 -215981.450784 -60836.561637 0.432448 -1.085443 -0.450243
27792.120338 -217923.317675 -61643.649509 0.430659 -1.072231 -0.446531
28565.693824 -219841.637572 -62444.107533 0.428867 -1.059277 -0.442876
29336.042208 -221736.865290 -63238.037512 0.427075 -1.046572 -0.439277
30103.164013 -223609.438662 -64025.537904 0.425282 -1.034104 -0.435732
30867.058492 -225459.779309 -64806.703958 0.423489 -1.021867 -0.432239
31627.725521 -227288.293603 -65581.627885 0.421696 -1.009852 -0.428796
32385.165576 -229095.373217 -66350.398965 0.419904 -0.998050 -0.425402
33139.379662 -230881.395860 -67113.103676 0.418112 -0.986454 -0.422055
33890.369211 -232646.726205 -67869.825855 0.416321 -0.975057 -0.418755
34638.136039 -234391.716448 -68620.646799 0.414531 -0.963853 -0.415498
35382.682285 -236116.706997 -69365.645391 0.412743 -0.952834 -0.412285
36124.010381 -237822.026909 -70104.898183 0.410956 -0.941995 -0.409114
36862.123047 -239507.994269 -70838.479476 0.409170 -0.931330 -0.405983
37597.023185 -241174.917010 -71566.461460 0.407386 -0.920834 -0.402892
38328.713871 -242823.093285 -72288.914281 0.405604 -0.910500 -0.399840
39057.198315 -244452.811899 -73005.906130 0.403824 -0.900324 -0.396824
39782.479806 -246064.352912 -73717.503348 0.402045 -0.890302 -0.393845
40504.561769 -247657.987512 -74423.770423 0.400269 -0.880428 -0.390902
41223.447665 -249233.978823 -75124.770130 0.398494 -0.870697 -0.387993
41939.140981 -250792.582197 -75820.563583 0.396721 -0.861107 -0.385117
42651.645211 -252334.045519 -76511.210302 0.394950 -0.851652 -0.382274
43360.963832 -253858.609523 -77196.768272 0.393182 -0.842329 -0.379463
44067.100267 -255366.508261 -77877.294028 0.391415 -0.833135 -0.376682
44770.057934 -256857.968878 -78552.842635 0.389650 -0.824064 -0.373932
45469.840172 -258333.212316 -79223.467804 0.387886 -0.815115 -0.371212
46166.450232 -259792.453494 -79889.221936 0.386125 -0.806283 -0.368520
46859.891266 -261235.901528 -80550.156165 0.384365 -0.797567 -0.365856
47550.166316 -262663.759958 -81206.320402 0.382607 -0.788961 -0.363220
48237.278291 -264076.227049 -81857.763398 0.380851 -0.780465 -0.360610
48921.229967 -265473.495856 -82504.532756 0.379096 -0.772074 -0.358027
49602.023995 -266855.754328 -83146.674967 0.377342 -0.763786 -0.355469
50279.662851 -268223.185750 -83784.235479 0.375590 -0.755599 -0.352936
50954.148844 -269575.968827 -84417.258724 0.373839 -0.747510 -0.350427
51625.484099 -270914.277854 -85045.788155 0.372089 -0.739516 -0.347943
52293.670553 -272238.282879 -85669.866277 0.370340 -0.731616 -0.345481
52958.709934 -273548.149947 -86289.534694 0.368592 -0.723807 -0.343043
53620.603771 -274844.041077 -86904.834117 0.366845 -0.716087 -0.340627
54279.353381 -276126.114376 -87515.804387 0.365099 -0.708453 -0.338233
54934.959851 -277394.524379 -88122.484535 0.363353 -0.700905 -0.335860
55587.424028 -278649.422092 -88724.912803 0.361607 -0.693439 -0.333508
56236.746516 -279890.955121 -89323.126663 0.359862 -0.686055 -0.331177
56882.927665 -281119.267790 -89917.162850 0.358117 -0.678750 -0.328866
57525.967563 -282334.501264 -90507.057385 0.356372 -0.671522 -0.326575
58165.866026 -283536.793804 -91092.845623 0.354626 -0.664371 -0.324304
58802.622595 -284726.280408 -91674.562207 0.352881 -0.657293 -0.322051
59436.236517 -285903.093376 -92252.241159 0.351135 -0.650289 -0.319817
60066.706745 -287067.362267 -92825.915883 0.349388 -0.643355 -0.317602
60694.031927 -288219.213993 -93395.619185 0.347640 -0.636492 -0.315405
61318.210390 -289358.772915 -93961.383295 0.345891 -0.629696 -0.313225
61939.240141 -290486.160928 -94523.239889 0.344141 -0.622968 -0.311063
62557.118850 -291601.497555 -95081.220107 0.342390 -0.616306 -0.308918
63171.843874 -292704.900128 -95635.354582 0.340637 -0.609708 -0.306790
63783.412147 -293796.483558 -96185.673437 0.338883 -0.603173 -0.304678
64391.820266 -294876.360711 -96732.206325 0.337126 -0.596701 -0.302583
64997.064449 -295944.642400 -97274.982440 0.335367 -0.590289 -0.300504
65599.140527 -297001.437458 -97814.030536 0.333606 -0.583938 -0.298441
66198.043929 -298046.852808 -98349.378945 0.331842 -0.577645 -0.296393
66793.769669 -299080.993535 -98881.055596 0.330075 -0.571410 -0.294361
67386.312335 -300103.962952 -99409.088028 0.328305 -0.565232 -0.292344
67975.666105 -301115.862669 -99933.503404 0.326532 -0.559110 -0.290342
68561.824733 -302116.792655 -100454.328523 0.324755 -0.553043 -0.288355
69144.781325 -303106.851326 -100971.589901 0.322974 -0.547031 -0.286382
69724.528597 -304086.135583 -101485.313707 0.321189 -0.541072 -0.284424
70301.058760 -305054.740876 -101995.525808 0.319399 -0.535165 -0.282480
70874.363504 -306012.761275 -102502.251786 0.317605 -0.529311 -0.280551
71444.433977 -306960.289522 -103005.516955 0.315806 -0.523507 -0.278635
72011.260767 -307897.417100 -103505.346377 0.314001 -0.517754 -0.276733
72574.833883 -308824.234287 -104001.764879 0.312191 -0.512051 -0.274845
73135.142727 -309740.830217 -104494.797074 0.310374 -0.506397 -0.272971
73692.176385 -310647.292677 -104984.467243 0.308551 -0.500792 -0.271110
74245.922666 -311543.708963 -105470.799749 0.306721 -0.495234 -0.269262
74796.368959 -312430.165180 -105953.818683 0.304884 -0.489725 -0.267428
75343.501970 -313306.746513 -106433.547982 0.303040 -0.484262 -0.265607
75887.307672 -314173.537296 -106910.011455 0.301187 -0.478846 -0.263799
76427.771268 -315030.621080 -107383.232804 0.299326 -0.473477 -0.262005
76964.877165 -315878.080689 -107853.235642 0.297457 -0.468153 -0.260223
77498.608932 -316715.998288 -108320.043519 0.295577 -0.462874 -0.258455
78028.949264 -317544.455445 -108783.679936 0.293688 -0.457641 -0.256699
78555.879961 -318363.533173 -109244.168365 0.291789 -0.452453 -0.254957
79079.382281 -319173.311562 -109701.532074 0.289878 -0.447309 -0.253227
79599.435471 -319973.871419 -110155.794844 0.287956 -0.442210 -0.251511
80116.018236 -320765.292661 -110606.980257 0.286022 -0.437155 -0.249808
80629.108179 -321547.654949 -111055.111968 0.284075 -0.432144 -0.248118
81138.681741 -322321.037769 -111500.213737 0.282115 -0.427177 -0.246441
81644.714142 -323085.520511 -111942.309453 0.280141 -0.422255 -0.244778
82147.179314 -323841.182555 -112381.423171 0.278152 -0.417377 -0.243128
82646.049826 -324588.103363 -112817.579146 0.276147 -0.412542 -0.241492
83141.297225 -325326.362051 -113250.801643 0.274125 -0.407753 -0.239869
83632.890685 -326056.039084 -113681.115657 0.272087 -0.403007 -0.238260
84120.798043 -326777.214961 -114108.546350 0.270030 -0.398307 -0.236665
84604.985548 -327489.970533 -114533.119180 0.267953 -0.393651 -0.235085
85085.417656 -328194.387243 -114954.860002 0.265857 -0.389041 -0.233519
85562.056917 -328890.547261 -115373.795118 0.263739 -0.384477 -0.231967
86034.863856 -329578.533617 -115789.951336 0.261599 -0.379960 -0.230431
86503.797195 -330258.429858 -116203.355814 0.259434 -0.375489 -0.228910
86968.812611 -330930.321737 -116614.036777 0.257245 -0.371066 -0.227405
87429.863526 -331594.296073 -117022.023030 0.255029 -0.366692 -0.225916
87886.900868 -332250.441039 -117427.344075 0.252785 -0.362367 -0.224444
88339.872782 -332898.846517 -117830.030260 0.250512 -0.358092 -0.222988
88788.724426 -333539.604319 -118230.112874 0.248207 -0.353869 -0.221551
89233.398031 -334172.808016 -118627.624063 0.245869 -0.349699 -0.220131
89673.831831 -334798.554479 -119022.597485 0.243496 -0.345584 -0.218731
90109.960415 -335416.943223 -119415.068027 0.241085 -0.341524 -0.217351
90541.714545 -336028.076589 -119805.071882 0.238635 -0.337522 -0.215990
90969.020703 -336632.060302 -120192.646782 0.236143 -0.333580 -0.214652
91391.800889 -337229.003629 -120577.832061 0.233605 -0.329700 -0.213336
91809.971922 -337819.020366 -120960.669069 0.231021 -0.325885 -0.212043
92223.444898 -338402.229536 -121341.201465 0.228385 -0.322137 -0.210775
92632.125269 -338978.755008 -121719.475054 0.225695 -0.318459 -0.209533
93035.912100 -339548.726501 -122095.538209 0.222947 -0.314855 -0.208319
93434.697703 -340112.279870 -122469.441992 0.220137 -0.311329 -0.207135
93828.366264 -340669.559333 -122841.241082 0.217261 -0.307885 -0.205981
94216.793788 -341220.717066 -123210.993610 0.214313 -0.304528 -0.204861
94599.847243 -341765.914317 -123578.761622 0.211289 -0.301263 -0.203776
94977.383758 -342305.322331 -123944.611474 0.208182 -0.298097 -0.202730
95349.249022 -342839.125027 -124308.614942 0.204986 -0.295036 -0.201725
95715.276636 -343367.519379 -124670.849393 0.201695 -0.292088 -0.200765
96075.286870 -343890.717063 -125031.398470 0.198299 -0.289263 -0.199853
96429.085080 -344408.946787 -125390.353071 0.194791 -0.286571 -0.198994
96776.459687 -344922.457649 -125747.812751 0.191160 -0.284022 -0.198193
97117.180799 -345431.520473 -126103.886286 0.187396 -0.281631 -0.197455
97450.997895 -345936.431428 -126458.693190 0.183487 -0.279412 -0.196787
97777.636877 -346437.517462 -126812.365981 0.179418 -0.277384 -0.196196
98096.797693 -346935.139095 -127165.051356 0.175175 -0.275566 -0.195691
98408.150722 -347429.697057 -127516.912966 0.170739 -0.273984 -0.195283
98711.332731 -347921.639715 -127868.134509 0.166092 -0.272665 -0.194982
99005.942583 -348411.469974 -128218.922624 0.161211 -0.271643 -0.194804
99291.535603 -348899.757568 -128569.512004 0.156069 -0.270958 -0.194764
99567.617487 -349387.150137 -128920.170022 0.150638 -0.270658 -0.194884
99833.636850 -349874.390737 -129271.204011 0.144882 -0.270800 -0.195187
100088.976542 -350362.337122 -129622.969295 0.138764 -0.271455 -0.195702
100332.943516 -350851.988838 -129975.880430 0.132238 -0.272711 -0.196466
100564.756749 -351344.519785 -130330.424731 0.125251 -0.274675 -0.197525
100783.533513 -351841.323727 -130687.181115 0.117742 -0.277484 -0.198935
100988.273329 -352344.072116 -131046.844041 0.109642 -0.281312 -0.200768
101177.840211 -352854.793783 -131410.256432 0.100869 -0.286386 -0.203119
101350.944298 -353375.984447 -131778.454834 0.091334 -0.293001 -0.206109
101506.124801 -353910.759007 -132152.732112 0.080937 -0.301556 -0.209905
101641.740607 -354463.069708 -132534.727044 0.069579 -0.312591 -0.214728
101755.981491 -355038.024145 -132926.554588 0.057176 -0.326864 -0.220891
101846.928802 -355642.359222 -133330.999420 0.043701 -0.345451 -0.228835
101912.731240 -356285.163094 -133751.809602 0.029279 -0.369923 -0.239204
101952.044647 -356978.992669 -134194.148834 0.014402 -0.402620 -0.252949
101965.084999 -357741.607944 -134665.293260 0.000434 -0.447064 -0.271497
101956.119220 -358598.565231 -135175.660782 -0.009199 -0.508476 -0.296942
101939.277469 -359586.477343 -135740.068157 -0.006334 -0.593808 -0.332022
101951.200248 -360754.267429 -136378.071169 0.026824 -0.708723 -0.378815
102071.881468 -362151.257917 -137108.792903 0.119854 -0.844617 -0.433387
102430.246094 -363782.186359 -137932.397720 0.289690 -0.958707 -0.477956
103135.553355 -365557.669187 -138810.718348 0.493122 -1.000448 -0.492388
104183.945256 -367343.392229 -139688.715715 0.662807 -0.975943 -0.480111
105488.636022 -369055.100043 -140533.021846 0.778502 -0.924108 -0.457364
106961.556488 -370668.909121 -141335.046875 0.852527 -0.869598 -0.434090
108541.961008 -372189.187593 -142097.412165 0.900076 -0.820772 -0.413509
110192.199306 -373627.954900 -142825.559663 0.931434 -0.778999 -0.396040
111889.140923 -374997.383492 -143524.794555 0.952740 -0.743549 -0.381300
113618.226717 -376307.850769 -144199.568107 0.967607 -0.713301 -0.368778
115369.984162 -377567.768777 -144853.455730 0.978210 -0.687228 -0.358025
117138.041325 -378783.872823 -145489.302656 0.985895 -0.664496 -0.348680
118917.978475 -379961.567475 -146109.381621 0.991525 -0.644456 -0.340465
