-16452998.593032 -134248022.504610 -58196377.831276
-16398830.076246 -134253337.868515 -58198682.563914
-16344653.275410 -134258635.663558 -58200979.689850
-16290474.217400 -134263915.297048 -58203268.952084
-16236292.909876 -134269176.767966 -58205550.350166
-16182109.360483 -134274420.075294 -58207823.883644
-16127923.576868 -134279645.218021 -58210089.552071
-16073735.566685 -134284852.195139 -58212347.355000
-16019545.337591 -134290041.005644 -58214597.291986
-15965352.897234 -134295211.648536 -58216839.362584
-15911158.253274 -134300364.122818 -58219073.566354
-15856961.413363 -134305498.427500 -58221299.902855
-15802762.385161 -134310614.561592 -58223518.371647
-15748561.176329 -134315712.524111 -58225728.972295
-15694357.794520 -134320792.314078 -58227931.704362
-15640152.247400 -134325853.930515 -58230126.567414
-15585944.542631 -134330897.372452 -58232313.561019
-15531734.687872 -134335922.638920 -58234492.684747
-15477522.690789 -134340929.728955 -58236663.938168
-15423308.558302 -134345918.641684 -58238827.320856
-15369092.299570 -134350889.375978 -58240982.832383
-15314873.921506 -134355841.930974 -58243130.472325
-15260653.431790 -134360776.305721 -58245270.240261
-15206430.838086 -134365692.499277 -58247402.135769
-15152206.148060 -134370590.510703 -58249526.158429
-15097979.369386 -134375470.339062 -58251642.307824
-15043750.509740 -134380331.983422 -58253750.583538
-14989519.576789 -134385175.442857 -58255850.985155
-14935286.578213 -134390000.716443 -58257943.512265
-14881051.521682 -134394807.803260 -58260028.164453
-14826814.414873 -134399596.702393 -58262104.941312
-14772575.265468 -134404367.412931 -58264173.842434
-14718334.081138 -134409119.933965 -58266234.867410
-14664090.869566 -134413854.264594 -58268288.015838
-14609845.638434 -134418570.403917 -58270333.287313
-14555598.395418 -134423268.351040 -58272370.681434
-14501349.148201 -134427948.105071 -58274400.197801
-14447097.904471 -134432609.665124 -58276421.836016
-14392844.671907 -134437253.030314 -58278435.595681
-14338589.458188 -134441878.199764 -58280441.476403
-14284332.271012 -134446485.172598 -58282439.477786
-14230073.118060 -134451073.947945 -58284429.599440
-14175812.007015 -134455644.524939 -58286411.840974
-14121548.945568 -134460196.902716 -58288386.201999
-14067283.941412 -134464731.080419 -58290352.682129
-14013017.002231 -134469247.057193 -58292311.280977
-13958748.135722 -134473744.832186 -58294261.998161
-13904477.349570 -134478224.404553 -58296204.833298
-13850204.651471 -134482685.773451 -58298139.786007
-13795930.049121 -134487128.938042 -58300066.855909
-13741653.550208 -134491553.897491 -58301986.042627
